icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
G4721,,132.91919,,171.40065,6,1854
G4722,,105.57747,,135.43829,2,494
G4723,,122.07869,,157.3002,8,1160
G4724,,98.056297,,125.23331,2,187
G4725,,122.97216,,157.06656,2,282
G4726,,103.47651,,133.52522,6,443
G4727,,135.63072,,176.21593,0,99
G4729,8198.0957,167.18521,8846.5811,215.94916,15,252
G4730,1335.8875,233.64342,1587.996,307.30075,3258,325927
G4731,4155.3433,208.06006,4524.2407,267.38345,356,117596
G4732,,117.59631,,150.70735,8,471
G4733,1474.7213,131.65111,1689.5168,168.79547,23170,3614798
G4734,1944.4858,116.30767,2206.408,150.96623,330,45863
G4735,4491.7788,215.9751,5047.373,275.99603,42,775
G4736,1243.6858,124.27602,1405.8752,161.11108,63,12294
G4737,1055.5553,188.17017,1320.5287,241.68967,27,27849
G4739,2528.9666,240.83424,2883.3706,315.02527,140,21083
G47411,5746.978,157.6212,6760.0137,204.34404,149,3754
G47419,5602.9282,169.7552,6376.7466,218.9202,274,9334
G47421,,168.27048,,213.82126,1,140
G47429,2607.8425,150.66725,3063.4939,193.66885,12,769
G4750,5725.6665,251.35835,6555.2168,325.3179,54,2721
G4751,2175.7468,109.24322,2622.4917,137.00099,848,9640
G4752,5139.4443,183.89334,5809.8301,237.56401,111,9360
G4753,5978.4214,312.95746,6883.8604,403.61423,44,536
G4754,,168.8327,,219.26707,1,80
G4759,,180.29488,,236.53011,9,312
G4761,3417.0725,300.67841,3868.1357,392.58734,75,26188
G4762,3619.9727,104.76958,4133.8496,129.49292,21,27918
G4763,,202.34795,,258.80435,6,893
G4769,,221.59178,,302.53259,8,901
G478,2019.5197,312.10745,2311.9448,407.26755,179,24437
G479,1804.5206,186.79024,2091.2813,243.49304,394,76374
G500,12729.294,425.64642,13850.241,530.69397,6410,76715
G501,1829.4747,184.99557,2084.8218,238.99411,580,33844
G508,4866.2998,264.66718,5622.5537,331.31134,110,2233
G509,3644.4675,195.62576,4531.9395,251.40047,105,4259
G510,5990.458,419.32809,7010.0381,547.38892,7613,78704
G511,12317.14,300.56659,13142.084,387.39215,15,286
G512,,308.52652,,390.41827,4,120
G513,12222.104,418.41293,13264.229,535.82886,390,8366
G5131,17009.951,424.66626,18144.566,539.47827,70,1711
G5132,17141.33,428.9086,18403.881,545.91608,76,2081
G5133,,499.69324,,636.03882,4,529
G5139,4552.3418,371.81531,4972.9517,474.75119,51,2649
G514,1226.9475,187.39638,1398.7028,244.952,130,3631
G518,5044.0469,378.77637,5600.2769,484.19229,228,5820
G519,2368.8196,277.07751,2704.6228,355.84326,160,3565
G520,,165.43214,,221.99565,8,229
G521,14656.45,278.30502,15633.71,350.13535,163,1536
G522,3229.9243,235.93831,3830.2605,299.49939,143,741
G523,5333.7949,286.9296,6039.8628,372.76202,78,734
G527,5249.625,276.97858,5768.2075,353.55164,166,660
G528,4451.6685,312.8082,4923.0205,390.97507,70,755
G529,1921.6228,292.8667,2261.8486,373.30817,434,4393
G53,3706.5969,193.3662,4298.9033,246.91983,23,307
G540,11327.985,293.2265,12239.128,374.63297,1344,16991
G541,9255.1299,398.57513,9914.9854,506.67682,446,6309
G542,4495.479,225.59497,4920.4243,294.34259,446,9659
G543,1052.9335,238.43408,1258.9817,306.3956,61,894
G544,3536.6521,264.34299,3871.2732,337.45102,603,7874
G545,4835.3364,263.25003,5474.6543,336.57996,129,1630
G546,6453.4619,258.61588,7075.5605,317.08298,567,11686
G547,3821.5237,175.86522,4048.2083,219.7413,31,1767
G548,9236.6016,359.71869,9984.8037,455.59589,213,4374
G549,4220.8364,268.46356,4686.8892,345.95142,357,4484
G55,2957.229,231.42081,3370.3772,303.50137,24,238
G5600,2411.0703,155.01273,2726.4536,198.26703,200,76546
G5601,3847.1343,504.23859,4263.3701,652.12195,1022,452389
G5602,4444.9272,574.75232,4904.8867,744.6217,825,312000
G5603,4612.8506,288.54361,5138.5225,371.88486,247,189674
G5610,883.31555,208.82448,1072.6263,267.38889,27,2054
G5611,4733.8169,304.6644,5204.3833,390.03268,54,11263
G5612,4767.7642,316.45517,5213.1357,404.03436,57,7389
G5613,4089.2659,292.56818,4769.7148,374.89771,12,6092
G5620,2412.541,192.87119,2746.094,248.34854,79,10031
G5621,5328.4214,521.43384,5848.6826,668.90057,326,50054
G5622,6396.062,526.92902,7034.9707,676.69,392,53076
G5623,41827.906,271.21347,42552.035,346.79941,23,8981
G5630,2628.9761,256.82721,3210.0532,331.80655,146,2107
G5631,6518.2026,343.1275,7346.1665,441.23004,675,7567
G5632,5988.8013,375.58719,6838.3726,481.7652,496,6356
G5633,9913.7813,249.87096,10872.164,335.28735,13,130
G5640,8318.7666,275.91199,8793.5938,350.75516,29,989
G5641,7368.0923,306.42914,7946.9321,375.52594,25,1327
G5642,8022.7319,422.45651,8701.8262,497.7085,17,1099
G5643,7280.6738,593.73975,8198.7852,715.1532,14,438
G5680,,210.47575,,266.93076,11,889
G5681,6500.3955,357.32416,7318.9014,450.15591,47,1897
G5682,6526.5889,375.54288,7268.3169,478.15509,44,1664
G5683,,373.76007,,448.90137,4,278
G5690,766.98663,181.33226,830.81067,231.97594,55,3280
G5691,6270.9575,211.05739,7068.8052,275.11066,86,4828
G5692,5203.626,224.98006,5894.8789,289.30014,115,4506
G5693,5529.8394,265.43024,6297.4917,349.51959,14,1362
G5700,5105.937,196.45992,5690.7524,256.92401,70,7371
G5701,6490.7754,210.30795,7210.6255,276.2489,181,21750
G5702,7430.7915,208.02608,8142.4702,273.58853,164,18789
G5703,11431.683,266.95901,12197.874,345.01907,16,1458
G5710,4053.9893,203.14558,4711.1558,259.74258,53,3384
G5711,6417.0313,212.61023,7275.9707,270.46573,106,7712
G5712,6332.9009,204.00464,7156.8892,263.66498,95,6862
G5713,6852.9502,257.04941,8096.9766,317.53836,26,1012
G5720,3536.4412,202.77097,3783.6365,259.77197,52,958
G5721,9256.8955,1029.1881,9691.2354,1292.2513,118,2475
G5722,7182.855,893.21008,7688.5259,1122.9285,119,1996
G5723,13659.601,264.99606,14042.74,337.35178,15,186
G5730,2458.3547,214.47281,2847.4622,273.52206,74,2167
G5731,5955.7036,412.33987,6612.3335,524.68622,175,6302
G5732,6017.5186,399.08463,6691.0728,506.21198,181,6180
G5733,5255.4346,299.91663,5801.5254,382.33322,15,564
G5740,,188.83846,,241.96577,5,143
G5741,,396.41672,,496.17645,5,429
G5742,,322.8129,,404.35327,5,376
G5743,,239.33215,,309.83029,1,102
G5750,,176.4976,,226.78722,8,2279
G5751,5128.0972,329.79208,5673.5098,423.15976,45,9649
G5752,10763.35,351.84125,11961.55,449.61151,30,8237
G5753,,231.19685,,299.69467,3,2329
G5760,1275.8971,134.20171,1584.345,172.69264,12,5083
G5761,2429.312,194.60667,2710.2937,252.23911,40,34931
G5762,1190.1089,211.81818,1348.7681,274.25473,35,30662
G5763,,246.90305,,316.11014,4,2767
G5770,8942.1172,509.44763,9566.2627,591.77441,22,1214
G5771,6746.8911,575.34955,7314.1582,713.1084,49,3108
G5772,9104.166,647.69141,9775.7607,780.16315,44,2375
G5773,10549.496,1799.7557,11482.785,2114.3982,31,1103
G5780,3101.1111,222.0341,3775.2458,280.74698,25,1656
G5781,8021.8838,407.99426,8676.126,523.06378,107,7543
G5782,9391.2363,438.01468,10114.302,561.06042,130,6942
G5783,9986.6816,404.74286,10798.838,497.81863,47,1605
G5790,3084.4387,184.80484,3650.2466,229.93353,193,12207
G5791,4885.9058,220.19438,5458.0215,275.43195,312,17769
G5792,5311.8955,243.4558,5930.3159,304.4407,318,12893
G5793,7230.7568,243.10062,8032.9761,299.52917,265,14385
G580,4971.0054,348.70923,5757.5483,440.75903,98,5943
G587,11090.445,449.44394,11885.034,565.97791,214,3075
G588,7284.2197,524.77191,8016.6318,657.48505,687,19577
G589,5466.7524,246.4693,6487.48,311.37769,716,21490
G59,,208.24158,,257.87256,10,720
G600,10125.931,336.19858,10977.63,429.47797,1038,19111
G601,3314.6816,162.75154,3991.9453,206.41258,25,305
G602,7019.457,231.66612,7848.0176,305.19305,65,1542
G603,13448.115,335.38062,14287.053,423.82449,2758,72984
G608,11726.747,246.26459,12490.231,310.59583,1754,46442
G609,5970.5239,180.49664,6749.293,223.16336,2628,177514
G610,24377.512,836.69257,25773.09,1081.7485,7121,9855
G611,,170.98929,,210.27577,7,327
G6181,12514.311,4289.939,13624.357,5507.6431,4000,21167
G6182,9590.6064,4313.8022,10476.224,5713.0679,152,2086
G6189,7751.937,2612.9185,8677.7813,3383.0867,195,4629
G619,6640.9063,628.65222,7605.2676,802.80505,338,5175
G620,12843.496,218.85541,13476.863,271.65787,2086,17485
G621,10562.193,198.28734,11366.183,250.17743,1651,4030
G622,11135.285,274.88235,11804.942,345.85355,211,3985
G6281,16468.604,705.00079,17435.168,890.14374,3330,2616
G6282,11759.216,252.78017,12572.152,324.99368,120,733
G6289,9869.3174,447.14044,10589.08,571.14819,1880,49349
G629,6666.3018,199.59451,7521.9282,247.80652,14682,511989
G63,4418.2827,191.97934,5710.9771,239.07782,254,16893
G64,4584.4907,198.64929,5504.4829,248.42641,304,23531
G650,15757.44,418.16861,17068.383,532.53833,341,902
G651,7345.1167,399.95624,8246.5059,490.47974,22,286
G652,6917.6318,154.13916,7780.4072,192.36525,23,166
G7000,7006.9033,2313.2263,7739.2188,2848.1414,6534,40998
G7001,15140.461,3191.918,16167.772,3975.6128,8287,9799
G701,10221.31,656.79523,10823.132,820.29224,59,195
G702,4823.4771,587.72601,5095.7305,730.06854,13,119
G7080,12068.875,1751.3766,13168.405,2201.0344,163,639
G7081,,2522.9526,,3142.3435,9,53
G7089,11140.5,330.1337,11801.808,419.97458,304,849
G709,6668.0518,411.9165,7273.5571,521.41504,1283,5342
G710,8073.7153,793.50226,9266.918,999.09021,890,11611
G7100,7514.0098,859.63983,8752.0684,1087.5082,327,5057
G7101,7800.0181,862.77997,8772.54,1105.359,53,842
G7102,11345.694,686.26495,12728.364,884.8457,28,635
G7109,9616.4453,562.51233,10558.238,704.70276,97,1767
G7111,9911.2305,440.85364,11036.193,558.08429,539,5000
G7112,,324.43579,,416.54376,11,350
G7113,,224.05516,,282.87076,0,27
G7114,,468.92389,,590.6275,3,12
G7119,9979.8887,517.22632,11111.31,656.94714,40,521
G712,14304.078,720.16626,15209.419,920.39453,50,1747
G713,10493.118,407.20068,11244.092,521.11053,110,1060
G718,12571.894,592.7619,13126.943,749.06799,134,553
G719,4142.4751,286.36008,4908.3931,353.98563,68,585
G720,16012.025,352.06128,16576.102,443.14709,8568,3876
G721,13171.876,347.1937,13798.747,458.24405,594,200
G722,17492.76,248.3311,17999.199,310.83224,1856,905
G723,6578.9326,235.15051,7486.5024,301.15869,184,726
G7241,11896.354,693.55145,12974.407,879.09882,584,4210
G7249,14300.517,866.13348,15271.106,1079.5757,486,2423
G7281,17635.387,263.55328,18377.396,332.91751,49877,12312
G7289,18587.346,362.97321,19085.662,456.09036,48008,6940
G729,10291.13,312.2514,10937.358,391.62442,12288,25209
G731,,1153.3264,,1639.1138,8,82
G733,4735.1323,1081.2272,5556.6699,1358.2491,23,433
G737,3981.7458,309.09375,4880.5313,386.07483,255,879
G800,7081.96,568.63239,8288.8936,718.26398,764,20026
G801,10940.895,545.65027,11979.285,688.68262,495,11063
G802,9027.6836,491.43747,10314.244,621.66174,204,4279
G803,7927.6045,440.39935,9630.1045,556.90106,103,2489
G804,6772.0938,350.77667,8256.125,448.16147,88,2317
G808,6271.251,418.26398,7517.6626,531.41791,725,16141
G809,5780.6694,436.82703,7140.0156,555.35748,4711,70127
G8100,3861.5076,444.57986,4834.2051,562.36877,212,2895
G8101,6266.0684,553.6192,7612.8433,702.80231,924,4838
G8102,4861.7222,443.9053,6071.4131,561.25305,212,1596
G8103,4095.708,594.74921,5272.416,752.04706,90,448
G8104,6712.3496,609.56415,8176.8916,771.01398,954,4339
G8110,3083.1094,761.49445,3573.9529,960.64392,156,7584
G8111,7387.9854,878.59265,8348.0039,1109.9468,616,11606
G8112,4947.2065,749.65216,6049.27,948.35327,115,2733
G8113,4795.1489,726.51343,5892.5469,920.50183,51,1153
G8114,7263.0508,903.41016,8294.5137,1139.3352,633,11593
G8190,2440.8574,372.19589,2973.2993,473.57736,3670,33880
G8191,6695.5166,459.0777,7400.2705,586.28992,10099,31645
G8192,4764.312,476.35434,5564.3394,604.44464,1191,5535
G8193,6064.3276,510.00275,6926.2417,646.28705,347,2047
G8194,6881.5117,483.39438,7580.5381,617.44629,11868,33724
G8220,7583.7368,559.26544,8649.2295,712.35693,9150,60591
G8221,11862.548,606.62219,13335.956,767.78784,1299,8777
G8222,18011.322,637.18262,18992.205,806.82642,3477,9251
G8250,6818.0957,602.71008,7764.6274,763.43689,5976,46057
G8251,12081.752,782.00494,13615.212,990.6524,289,2662
G8252,21238.055,770.93958,22646.445,974.88104,1689,3934
G8253,12668.142,728.8335,14346.792,927.81409,373,4622
G8254,18053.26,761.07233,19474.658,966.56677,1498,6562
G830,10653.583,392.45053,11235.942,498.08517,47,453
G8310,3061.2466,241.80513,3555.8423,315.61862,352,6079
G8311,8384.9355,387.25043,8956.6924,506.70322,465,3121
G8312,6266.5845,277.509,6775.2744,367.27414,33,985
G8313,6563.5117,308.14972,7213.5078,401.12469,23,223
G8314,8509.3613,355.36166,9119.7305,468.6066,439,2332
G8320,1598.6201,273.32092,1812.9521,363.95132,72,1167
G8321,5304.3589,354.83963,5902.7505,469.14615,329,1844
G8322,3012.6287,333.03644,3500.3682,436.22501,29,432
G8323,3199.7969,285.66711,3898.5938,380.62628,21,208
G8324,5118.6353,387.63507,5606.0869,510.09955,282,1668
G8330,769.24255,396.1593,872.2265,503.50366,42,281
G8331,6274.5688,429.64008,6923.5664,552.62439,45,184
G8332,,467.08569,,587.76636,2,52
G8333,,300.22177,,375.25177,2,13
G8334,6754.0981,471.41214,7276.1299,621.05981,33,125
G834,12954.015,320.83447,13803.8,414.03583,3829,9970
G835,5822.522,399.689,6410.9395,541.81512,73,168
G8381,14386.298,400.23328,15304.891,510.81741,132,693
G8382,16491.508,396.43481,17511.469,517.7771,97,123
G8383,12295.775,493.44647,12834.042,607.20294,38,46
G8384,8868.2969,598.8656,9757.707,762.67133,1959,1056
G8389,10885.978,440.98807,11847.575,560.43475,306,2508
G839,3188.512,336.40335,3664.5706,428.32983,1221,10420
G890,5921.5361,243.96797,6811.7227,301.20682,485,7604
G8911,3241.1299,340.10797,3788.979,447.13751,12039,59550
G8912,785.93921,233.72279,867.97308,289.26459,2863,2676
G8918,690.99792,323.66971,768.70282,416.77383,155875,205338
G8921,5868.0811,239.30486,6808.1084,291.85901,778,22637
G8922,3091.0803,295.9744,3357.4355,355.0697,126,1484
G8928,3680.447,834.26953,4105.2896,985.78851,1091,17837
G8929,3783.9688,282.30084,4367.5117,348.14627,18545,935543
G893,5972.3784,392.56128,6550.23,485.78595,37636,62943
G894,3331.0505,510.28973,3837.0337,588.34814,14599,609783
G9001,7417.2227,583.54919,8278.4658,708.23468,944,4495
G9009,6696.3799,238.54187,8059.0713,300.21036,2770,48201
G901,8315.249,377.63086,9167.3242,473.46841,874,1933
G902,3710.7495,349.65842,4248.3179,454.60144,181,2799
G903,8980.2363,320.44849,9904.0625,407.33591,5140,10418
G904,9078.4736,259.80945,9908.3936,331.66959,663,1901
G9050,8953.6982,480.1344,9824.1152,566.8894,554,11795
G90511,8592.3242,450.91016,9361.8691,544.79425,152,4691
G90512,8024.8149,447.52542,8838.667,541.2345,114,3878
G90513,8876.8408,536.14758,9855.8096,628.15631,58,1510
G90519,3673.7563,280.90805,4071.7021,337.37415,35,1983
G90521,7621.9219,752.55536,8377.5273,884.5567,216,6558
G90522,8690.9277,753.22522,9551.832,881.70813,266,6541
G90523,9390.1328,1227.1426,10280.716,1405.3972,224,4695
G90529,4771.686,452.75214,5477.3667,536.60614,66,3580
G9059,8960.2119,971.84912,9907.3672,1123.822,210,2710
G908,8363.7773,416.65335,9332.2051,524.27716,3816,2383
G909,6702.0933,257.33005,7480.939,324.96811,2546,12793
G910,11266.908,219.03539,12017.991,282.60428,3950,9016
G911,11248.347,276.87613,11997.877,355.19757,3574,6387
G912,12164.938,272.96701,13245.099,349.36554,24671,43266
G913,13721.401,380.83002,14965.916,487.51599,317,441
G914,4465.104,339.94498,5538.606,430.41687,113,247
G918,6688.1001,288.01718,7387.7798,370.45422,1215,2154
G919,5776.9966,251.00038,6414.5093,325.57919,10099,29285
G92,8447.3975,912.94092,9186.0352,1153.0753,115070,29563
G930,10227.096,244.68103,10880.414,331.96539,2818,15384
G931,8278.9902,379.63861,8903.2266,482.97296,19536,11790
G932,8533.0498,315.263,9322.1475,395.86691,2084,11612
G933,1377.6333,165.32568,1590.5513,200.94673,1236,20359
G9340,4342.8506,574.4491,4953.6563,731.17444,249533,149122
G9341,7131.7251,650.5495,7912.771,823.52954,216338,76196
G9349,6850.4395,520.85382,7621.917,660.94244,34320,20476
G935,6243.2368,272.87558,6703.2007,356.81918,3617,7545
G936,2277.3145,363.88531,2515.2737,472.61807,14123,13005
G937,,213.30492,,277.78412,5,52
G9381,5774.9048,299.31152,6363.8774,379.28159,162,880
G9382,686.17706,482.28497,764.81897,649.54297,903,154
G9389,1233.6621,201.92587,1355.2679,267.62393,60299,164965
G939,3030.3347,335.45648,3384.6929,442.44073,22655,66721
G94,4827.4326,383.53482,5957.3105,482.66403,78,1001
G950,16559.428,370.19318,17578.396,479.31027,938,7429
G9511,14276.193,372.03275,15506.941,472.13214,1110,1162
G9519,16418.279,499.08115,17185.387,624.09485,1594,2297
G9520,6318.6406,333.90955,6995.7896,424.83371,5938,12192
G9529,13620.162,472.90665,14410.658,601.02948,3719,3942
G9581,13495.769,307.8606,14047.563,396.8194,184,308
G9589,11645.257,355.13266,12255.56,450.40677,3748,13879
G959,6463.2095,266.45053,6965.8491,342.30225,9133,53906
G960,12621.475,435.1572,13286.611,542.69788,4288,7058
G9611,5949.0308,296.21002,6352.1382,381.14465,367,307
G9612,13213.424,464.66385,13955.861,584.45374,121,740
G9619,12275.193,393.71136,13136.05,497.54279,1987,4034
G968,3886.8069,260.34982,4293.9424,339.6037,401,3201
G969,2032.5144,379.42026,2374.9585,486.80304,786,3128
G970,7422.8652,383.2937,7865.0493,479.64456,569,581
G971,3814.1672,547.56097,4342.3184,700.9635,962,6063
G972,7278.1079,469.63544,7836.189,592.12482,133,299
G9731,8351.9893,466.06036,9253.8184,586.43427,64,35
G9732,18216.936,239.61423,19570.258,399.94229,33,14
G9741,10652.1,898.23505,11350.584,1063.0107,571,209
G9748,13473.938,1623.743,14232.038,1973.3365,26,22
G9749,15368.931,992.75146,16295.367,1183.9807,34,54
G9751,10229.092,608.63922,10652.429,765.02838,1325,502
G9752,12169.047,407.69586,12715.541,511.03336,319,190
G9761,13381.424,932.67133,14035.471,1185.8016,1840,395
G9762,13006.74,804.91736,13642.535,979.50165,425,109
G9763,10342.909,665.46948,10752.44,834.39484,677,355
G9764,9843.8154,451.00009,10269.887,560.99524,171,92
G9781,14635.609,155.7401,15266.925,194.59497,154,1236
G9782,18838.467,569.32874,19426.09,716.82367,5556,2346
G980,8008.8594,258.77951,9230.8799,328.19254,35,262
G988,3802.3145,334.39313,4142.0889,426.91705,388,3015
G990,4702.7388,203.02646,5862.6577,255.05861,114,3358
G992,4199.5479,470.51489,5191.1841,595.21368,333,1563
G998,,217.76196,,273.02258,10,104
H00011,1905.2294,102.96362,2641.4343,135.13818,14,22747
H00012,1849.7291,100.04016,2314.4893,131.21942,12,21592
H00013,,99.811882,,131.77983,8,5637
H00014,2359.0691,102.65211,2582.9653,135.14572,12,22356
H00015,,100.29156,,131.43698,11,22626
H00016,,100.55761,,132.86905,9,6292
H00019,1590.2061,92.226921,2681.3186,119.61584,16,13030
H00021,,90.754707,,118.05833,2,13950
H00022,,88.987175,,116.20203,0,12600
H00023,,105.82162,,137.46768,1,3852
H00024,,88.808655,,116.30904,3,10020
H00025,,87.28878,,114.06512,2,11948
H00026,,97.881096,,127.54771,1,2126
H00029,,91.874077,,119.78608,3,3834
H00031,5228.9116,153.35199,6026.5923,200.46439,91,3034
H00032,3651.3772,150.29877,4290.6479,194.02005,42,1814
H00033,2456.8989,152.76213,2836.5942,199.62244,83,2215
H00034,5176.7354,155.18753,5985.7573,203.97365,94,2790
H00035,5192.5962,152.01784,5956.6387,198.16115,41,1805
H00036,3096.5566,156.72472,3586.0276,204.1523,104,2231
H00039,1133.5472,118.89523,1388.4092,152.00105,36,1065
H0011,1538.6517,108.48215,1855.0995,140.77049,17,26700
H0012,632.41614,101.99909,655.82385,132.30402,13,24092
H0013,,128.52513,,165.33578,4,3610
H0014,1903.545,107.31546,2317.8306,139.37386,19,26027
H0015,,101.8103,,132.39166,7,24778
H0016,,120.30824,,155.3649,2,3182
H0019,,93.631737,,121.82388,8,4334
H01001,3422.4197,97.823082,4275.5449,127.16057,42,51768
H01002,1027.7421,100.14425,1124.2758,129.84422,19,13628
H01003,837.51544,115.63585,965.64374,149.88351,43,30797
H01004,1341.2717,99.406151,1538.0739,130.0441,21,12954
H01005,,97.532379,,127.84868,11,9024
H01006,2116.4124,114.6783,2381.0356,149.55411,35,9849
H01009,2269.73,101.98441,2820.658,131.93938,89,36667
H0100A,,100.65706,,129.07939,2,6806
H0100B,,105.85018,,139.58669,2,1350
H01011,,110.10877,,141.95049,5,5962
H01012,,114.05109,,147.19296,4,2168
H01013,,100.56504,,129.9642,2,833
H01014,,95.324356,,123.27609,0,1316
H01015,,115.26489,,148.44952,1,1274
H01016,,94.516899,,122.20553,0,323
H01019,,126.56872,,163.71715,0,1664
H0101A,,98.463272,,125.35102,0,783
H0101B,,93.585747,,119.61004,0,211
H01021,,95.391609,,123.77513,9,33895
H01022,,106.97249,,138.94681,2,10199
H01023,,126.8052,,163.85782,2,5016
H01024,,90.741325,,117.83052,4,6076
H01025,,94.460258,,122.67197,5,5707
H01026,,111.5914,,143.51804,3,901
H01029,,102.4615,,132.75623,2,5362
H0102A,,98.544807,,126.11261,3,6542
H0102B,,94.510658,,121.7924,1,834
H01111,,81.45549,,106.16392,9,6211
H01112,,78.633293,,102.51396,1,1903
H01113,,97.655373,,127.19216,7,2532
H01114,,83.954834,,109.03896,3,2536
H01115,,80.26371,,104.04756,1,1421
H01116,,92.679672,,120.67953,4,1526
H01119,,94.059662,,121.7567,8,4581
H01121,,89.71463,,112.93166,0,49
H01122,,151.63063,,197.48126,0,16
H01123,,110.88069,,142.02251,0,243
H01125,,294.56464,,373.81924,0,13
H01126,,130.15369,,167.39578,0,17
H01129,,113.55537,,141.44009,3,167
H01131,,86.249481,,112.59977,2,2759
H01132,,99.360542,,128.85576,1,780
H01133,,102.27003,,130.58476,1,1057
H01134,,84.019028,,109.85776,1,1779
H01135,,85.366974,,109.64217,0,624
H01136,,94.2342,,122.37281,2,792
H01139,,98.293701,,129.15222,2,3416
H01141,,98.431107,,126.90334,0,27
H01142,,90.780769,,116.26385,0,12
H01143,,145.05579,,193.17896,0,17
H01144,,72.410591,,99.929413,0,17
H01146,,117.10667,,146.94333,0,18
H01149,,80.394119,,99.183983,0,106
H018,849.03137,130.25325,993.66803,168.15002,15,7676
H019,2009.6821,106.66221,2713.6731,137.96754,15,8335
H02001,,426.1095,,540.42651,0,1058
H02002,2361.9585,788.38086,2524.5583,1006.1086,12,7768
H02003,,216.67242,,276.5101,8,1888
H02004,,667.02637,,842.49475,1,770
H02005,,783.99884,,1002.1559,3,5728
H02006,,196.27159,,250.39131,3,1472
H02009,,142.5386,,181.29912,3,1508
H02011,,571.72589,,724.70892,1,663
H02012,,577.85699,,730.66376,1,1226
H02013,,364.11987,,456.97369,0,135
H02014,,802.0083,,1007.7158,0,535
H02015,,616.23138,,776.58868,0,971
H02016,,279.52893,,357.39456,0,97
H02019,,436.66998,,545.83948,0,145
H02021,,873.63177,,1103.7029,0,710
H02022,,450.07959,,571.42969,0,1087
H02023,,179.16461,,224.9789,0,79
H02024,,604.84076,,766.43463,0,274
H02025,,451.73022,,576.86646,1,711
H02026,,240.48232,,309.75732,1,43
H02029,,120.67039,,155.28346,0,64
H02031,,375.43817,,476.14478,1,961
H02032,,547.42407,,699.91229,11,6824
H02033,,205.95772,,265.56253,3,516
H02034,,444.08737,,563.79681,1,504
H02035,,552.71942,,704.49731,7,4722
H02036,,275.42227,,351.66321,1,344
H02039,,176.43683,,225.85646,1,407
H02041,,272.90436,,347.77008,0,97
H02042,,550.37366,,704.63531,1,1575
H02043,,282.25732,,358.77643,0,147
H02044,,292.05939,,367.25061,0,38
H02045,,547.41962,,702.00531,1,1130
H02046,,310.68585,,393.17407,0,99
H02049,,217.96124,,275.60809,0,82
H02051,,108.3427,,138.83487,1,10340
H02052,,99.031517,,127.36881,6,12949
H02053,,127.78614,,163.47388,0,3233
H02054,,105.61866,,135.50739,1,8695
H02055,,101.39064,,130.28513,0,11795
H02056,,122.42176,,157.80432,1,2773
H02059,,110.1964,,141.56564,1,3211
H02101,,445.4791,,560.75616,4,837
H02102,4351.77,763.33728,4706.0815,970.69672,36,13436
H02103,,270.43323,,344.43655,9,3221
H02104,,717.86212,,907.23645,2,495
H02105,7035.085,782.27942,7363.3945,995.43768,16,10307
H02106,,258.2612,,328.82175,6,2189
H02109,2272.0759,165.42229,2633.3652,210.37476,14,3317
H02111,,545.62311,,684.41797,2,284
H02112,1199.8781,813.46649,1392.1213,1025.1945,12,5426
H02113,,253.76714,,320.95871,1,270
H02114,,888.69379,,1136.7086,2,179
H02115,3932.5876,886.01141,4355,1115.0641,21,4625
H02116,,359.81851,,451.78397,1,175
H02119,,292.26843,,370.026,1,377
H02121,,335.17816,,424.81671,0,246
H02122,,475.03528,,603.59967,4,2542
H02123,,229.45366,,294.02493,0,289
H02124,,513.15448,,651.78662,0,117
H02125,,450.78458,,570.11774,4,1748
H02126,,255.47577,,321.56,0,68
H02129,,192.61919,,246.32117,0,153
H02131,,337.78659,,427.63815,1,1132
H02132,231.91858,524.8681,291.065,667.74731,28,16332
H02133,,228.7901,,292.56805,2,878
H02134,,454.21313,,575.73145,0,409
H02135,132.00999,472.4743,165.61,603.6571,14,9453
H02136,,243.94417,,311.8298,1,322
H02139,,163.47511,,210.03568,2,1290
H02141,,269.72,,352.48386,1,25
H02142,,434.67416,,565.5528,0,225
H02143,,149.19333,,188.28963,0,26
H02145,,440.57529,,555.15869,0,137
H02152,,956.26086,,1203.39,1,189
H02153,,737.40356,,931.94061,0,17
H02155,,889.20892,,1107.8475,0,189
H02159,,97.911667,,123.0325,0,12
H02201,,526.70148,,655.49573,8,876
H02202,,371.78363,,475.68869,2,407
H02203,1381.7944,299.00992,1406.4307,375.58459,14,884
H02204,,645.93738,,810.0755,7,657
H02205,,532.00873,,665.82581,4,338
H02206,,331.63144,,416.26511,11,690
H02209,,190.54414,,241.16655,8,743
H0220A,,593.42395,,730.9411,1,26
H0220B,,738.76068,,930.42786,0,24
H0220C,,314.16406,,396.41177,3,90
H02211,,497.46265,,619.34583,2,262
H02212,,398.86777,,499.44092,1,163
H02213,,471.55493,,581.2876,0,82
H02214,,569.68829,,715.92834,1,213
H02215,,572.17816,,720.42633,1,147
H02216,,366.53122,,452.29999,0,51
H02219,,326.82111,,409.9881,0,56
H0221A,,193.04611,,247.13167,0,15
H0221B,,662.82092,,831.76569,0,17
H0221C,,525.64832,,619.91083,0,12
H02221,,268.10645,,340.54663,1,413
H02222,,292.98587,,371.50287,0,235
H02223,,218.65703,,279.98404,1,89
H02224,,303.5094,,381.62976,3,248
H02225,,341.05148,,430.01364,2,137
H02226,,297.09921,,372.54901,0,43
H02229,,117.31413,,149.99074,0,87
