icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
H0222C,,280.39655,,350.79419,1,53
H02231,,648.96661,,815.29016,11,784
H02232,,474.49387,,602.13458,1,256
H02233,,432.82755,,543.25854,2,248
H02234,,702.23834,,884.20355,11,794
H02235,,596.62781,,747.50024,2,286
H02236,,546.04175,,674.31769,6,259
H02239,,291.01553,,368.12845,4,129
H0223A,,488.50494,,612.22021,0,70
H0223B,,560.88306,,706.42169,2,82
H0223C,,331.33533,,419.41098,0,27
H0230,,149.59494,,190.91139,5,4273
H0231,,488.83493,,625.87592,5,8635
H0232,,285.29169,,361.56714,0,550
H0233,,186.03835,,238.42709,1,1151
H0234,,888.70471,,1137.4282,0,4443
H0235,,520.47125,,666.01752,1,428
H0236,,170.73584,,218.97272,1,708
H02401,1740.1272,504.87195,2099.2283,640.83783,310,18300
H02402,1571.2369,481.4353,1897.7767,611.98175,343,17225
H02403,2112.7617,674.51086,2473.4241,853.12769,138,60646
H02409,651.96899,153.22789,819.64343,193.6342,184,9679
H02411,,561.25665,,711.64404,4,5427
H02412,,459.21057,,583.18799,8,4008
H02413,914.26355,578.09485,1133.7177,732.74854,17,23903
H02419,,238.53754,,297.87991,0,565
H02421,,599.12848,,758.24713,11,8015
H02422,,551.86432,,699.03943,8,6130
H02423,426.03217,573.04425,535.10046,726.63098,23,27503
H02429,,184.21661,,234.47871,0,732
H02431,615.64111,405.00797,713.76447,507.77338,17,972
H02432,2998.043,397.35773,3506.1118,499.12927,17,779
H02433,,322.40277,,407.19037,5,772
H02439,,126.22879,,156.52005,3,176
H02511,,250.02821,,314.82642,0,34
H02512,,190.47,,242.27858,0,13
H02513,,150.42609,,192.35892,0,36
H02514,,106.45142,,140.175,1,14
H02516,,425.6738,,534.75275,0,22
H02519,,188.84628,,239.85907,2,38
H02521,,434.91806,,553.07312,0,101
H02522,,929.23364,,1175.1803,0,29
H02523,,346.0239,,435.40695,0,43
H02524,,399.84882,,502.25705,0,124
H02525,,667.08167,,813.90497,0,41
H02526,,360.02118,,450.59949,0,41
H02529,,117.71227,,149.10277,1,146
H02531,,632.57483,,796.66315,4,1214
H02532,1910.5608,933.10626,2226.3154,1168.9701,12,2755
H02533,,260.02499,,325.86813,2,611
H02534,,827.72272,,1039.0199,3,969
H02535,,1126.2186,,1412.0049,3,2228
H02536,,275.50302,,345.49228,1,500
H02539,,170.15657,,215.18895,3,1294
H0259,,268.92303,,340.5976,11,3335
H0260,,109.79893,,137.72955,1,726
H0261,,186.36227,,242.23769,0,529
H0262,,157.03175,,202.24783,0,177
H0263,,148.83136,,189.34233,0,381
H0264,,260.82782,,336.3887,1,435
H0265,,260.38159,,336.43396,0,221
H0266,,127.46223,,162.24127,1,240
H0270,,209.59686,,267.21017,3,581
H02712,,99.232002,,124.78867,0,14
H02713,,131.72343,,167.61813,0,31
H02716,,86.977142,,122.64571,0,13
H02719,,94.232399,,122.5212,0,85
H02721,,132.94597,,171.75935,0,117
H02722,,104.89567,,135.60333,0,51
H02723,,158.06122,,201.23816,1,42
H02724,,109.18347,,142.36224,0,83
H02725,,134.58292,,170.84215,0,62
H02726,,125.32143,,156.8802,0,37
H02729,,88.276123,,114.11609,0,263
H02731,,136.815,,180.35571,0,12
H02739,,128.10272,,156.09457,2,47
H0279,,212.65327,,271.91333,0,469
H02811,,157.76917,,203.71841,1,936
H02812,,247.9319,,314.51443,1,375
H02813,,145.07193,,188.18739,1,387
H02814,,129.26242,,170.74358,3,729
H02815,,187.77446,,240.36996,1,265
H02816,,114.64429,,153.86963,3,289
H02819,,112.62545,,151.22813,1,293
H02821,,181.44817,,235.17703,1,5281
H02822,,178.89006,,232.78275,6,4974
H02823,,151.67149,,196.72517,0,2166
H02824,,183.92416,,240.45543,7,4664
H02825,,180.23746,,234.5182,1,5340
H02826,,162.82347,,210.02748,3,2302
H02829,,120.82536,,157.28587,1,1386
H02831,513.06763,504.01828,623.24133,642.66492,59,100330
H02832,,239.81422,,305.20227,1,2066
H02833,,163.48055,,210.27094,3,9593
H02834,1734.3453,1020.3532,1994.9215,1303.46,13,42987
H02835,,724.73053,,915.17542,0,1316
H02836,,263.07205,,338.10034,1,1423
H02839,,144.44626,,186.4976,7,12365
H02841,404.98062,122.22556,513.17938,159.33435,32,2903
H02842,2831.6187,107.81622,3344.1221,140.18546,12,1423
H02843,624.69775,135.57207,743.07666,175.40256,45,2934
H02844,1468.0372,119.41703,1707.064,156.01006,25,2486
H02845,,135.75427,,174.75566,6,1315
H02846,1212.3727,137.45772,1365.7964,178.74275,49,2976
H02849,102.03867,120.35296,128.04466,152.74075,15,2133
H02851,,183.88353,,230.09412,0,17
H02859,,92.601578,,116.86211,1,18
H02861,,196.76431,,250.1981,0,41
H02862,,93.055,,119.17469,0,26
H02864,,74.065598,,92.768402,0,22
H02865,,69.033752,,85.665207,0,28
H02871,,203.56938,,256.64594,1,72
H02872,,168.95015,,216.10515,0,62
H02873,,107.28602,,137.90184,0,93
H02874,,150.70763,,193.02068,0,53
H02875,,106.65906,,139.60793,0,47
H02876,,110.10323,,147.31032,0,79
H02879,,164.26942,,236.04315,1,35
H02881,,102.57669,,130.62785,0,1086
H02882,,106.59882,,135.92509,0,1569
H02883,,115.51106,,147.73869,1,4060
H02884,,94.563538,,121.40627,0,356
H02885,,96.953987,,124.52338,1,548
H02886,,107.72438,,138.34354,0,644
H02889,,98.918625,,127.03983,0,2535
H0288A,,99.048248,,126.31962,2,6303
H0288B,,96.413864,,122.5248,0,955
H0289,2857.437,228.78755,3235.3977,290.55505,49,26973
H029,554.65167,185.95631,730.57831,236.93671,41,18896
H04001,7072.561,246.49992,7852.9761,310.10544,16,368
H04002,5244.5479,311.57791,6048.0688,388.22928,21,325
H04003,,163.07857,,206.8744,5,263
H04009,,135.93753,,173.99348,4,143
H04011,6099.7007,199.44888,7079.6597,255.09103,27,308
H04012,6469.4126,162.83026,7384.1709,207.34888,26,311
H04013,,118.1464,,152.48091,2,435
H04019,,121.11828,,159.04765,4,59
H04021,,547.73969,,683.09888,3,229
H04022,,632.83551,,788.69574,2,178
H04023,,160.8315,,206.533,1,333
H04029,,109.47143,,139.46976,0,41
H04031,,454.68948,,577.32098,1,190
H04032,,431.91574,,549.48663,1,182
H04033,,403.57828,,509.86157,1,195
H04039,,161.96104,,203.95537,1,59
H04111,,380.10126,,483.28125,1,57
H04112,,283.83578,,371.58694,1,58
H04113,,118.2773,,152.86655,1,140
H04119,,114.51063,,134.91063,1,16
H04121,605.64001,128.21362,628.89789,160.2961,14,26246
H04122,1997.2761,133.58211,2262.3914,170.10545,22,17725
H04123,1353.0154,117.54151,1633.9744,151.70451,408,628771
H04129,2396.3123,115.53529,3044.1243,148.20607,157,56440
H04131,,215.60268,,277.97961,0,201
H04132,,201.13977,,260.01001,4,324
H04133,,126.01555,,163.14088,0,164
H04139,,123.97729,,156.7984,0,78
H04141,,108.72857,,139.34143,0,24
H04142,,133.22522,,168.06522,0,21
H04143,,114.44236,,150.89397,1,391
H04149,,91.598091,,114.98048,0,20
H04153,,88.668633,,116.88863,0,40
H04161,,1043.0365,,1315.7075,0,131
H04162,,1087.3215,,1365.1207,0,124
H04163,,976.25513,,1223.8309,0,134
H04169,,256.00528,,326.53751,0,32
H0419,,396.09143,,503.73657,10,333
H04201,,280.30203,,356.14066,4,4611
H04202,,292.99356,,371.46429,8,4834
H04203,,225.7067,,287.24002,3,12728
H04209,,157.0835,,199.94307,2,2246
H04211,,189.26453,,241.28928,0,1615
H04212,,176.48192,,225.79288,3,1625
H04213,,147.66188,,190.70322,2,5226
H04219,,144.9178,,185.13411,2,633
H04221,,336.90652,,427.51923,2,5123
H04222,,328.00937,,417.46194,8,5207
H04223,,248.82161,,317.54828,7,9984
H04229,,161.48857,,208.46275,1,649
H04301,5696.5693,409.24713,6588.9131,516.41418,102,2522
H04302,5785.1538,400.01971,6629.2798,506.50995,117,2608
H04303,,390.58047,,491.33917,7,304
H04309,2513.0266,161.66278,2795.0376,207.783,26,751
H04311,,310.06796,,391.44135,3,52
H04312,,217.33488,,296.9971,4,40
H04319,3288.5193,150.19217,3927.9099,194.59244,12,28
H04321,7051.52,306.55002,8021.2568,388.51917,171,2010
H04322,7218.9619,276.41006,8208.5508,351.90051,163,2012
H04323,5553.1567,216.91264,6702.2456,275.77325,17,343
H04329,,154.66026,,200.26869,8,203
H04331,,284.29187,,360.15857,7,1055
H04332,,258.64487,,326.16068,5,1147
H04333,,256.03406,,321.77963,0,189
H04339,,109.58164,,136.84731,1,164
H04411,3193.1338,984.76782,3514.4109,1234.5903,24,1544
H04412,5551.9805,868.31073,6148.2529,1090.5447,13,1573
H04413,,811.80383,,1011.5445,2,363
H04419,,244.54047,,311.3963,1,111
H04421,,321.74677,,404.96707,0,502
H04422,,294.95255,,372.97025,0,568
H04423,,208.53123,,264.2139,0,203
H04429,,145.56781,,183.32365,1,61
H04431,,330.61435,,442.10303,1,36
H04432,,597.75323,,752.453,1,36
H04439,,110.87714,,137.79356,1,14
H04511,,1113.3027,,1402.1523,3,554
H04512,,1172.5146,,1486.9706,2,515
H04513,,1458.0829,,1827.6049,0,130
H04519,,398.63684,,506.06342,0,38
H04521,,378.47351,,482.58905,0,296
H04522,,368.94366,,467.58768,0,344
H04523,,271.64243,,344.4646,0,499
H04529,,173.86758,,229.29138,0,27
H04531,,197.4845,,257.37485,0,39
H04532,,188.53825,,239.23524,0,37
H04533,,113.20743,,145.34572,0,33
H04541,,735.81635,,923.72217,3,917
H04542,,709.60657,,895.74133,4,1005
H04543,,592.7146,,746.39752,2,943
H04549,,195.6786,,250.52739,1,255
H04551,2440.186,906.65503,2775.8374,1140.411,15,6592
H04552,1154.7722,928.29486,1397.5531,1171.7408,22,6741
H04553,,620.35767,,783.14227,5,5205
H04559,,237.48886,,300.81192,4,1074
H04561,,297.39056,,378.94144,1,1588
H04562,,276.98514,,352.47061,0,1815
H04563,,292.72363,,372.92227,0,4040
H04569,,179.81758,,228.97098,0,310
H04571,,978.35211,,1244.6746,1,159
H04572,,914.9837,,1152.0059,0,145
H04573,,391.97412,,491.013,0,160
H04579,,241.26103,,304.0159,0,35
H04611,,316.38297,,404.55594,2,21
H04612,,769.09027,,970.90143,1,27
H04613,,2315.5068,,2922.6172,4,22
H0469,,374.00717,,476.34036,5,192
H04811,,308.27118,,394.20932,0,52
H04812,,116.13304,,149.03827,0,62
H04813,,101.05529,,133.74411,1,16
H04819,,67.882668,,87.85067,2,15
H0489,,373.3559,,472.33105,6,811
H049,,198.23219,,251.28148,3,495
H0500,4068.5652,297.69107,4491.5488,378.496,55,1327
H05011,6777.7637,281.16068,7655.6177,368.40579,1331,4078
H05012,6996.4707,276.98935,7919.2104,365.06821,1386,4164
H05013,5210.7808,197.49007,5986.2061,261.9097,190,565
H05019,2793.625,192.83446,3341.0264,263.41971,446,1566
H05021,12431.24,303.87296,13384.453,384.86703,59,182
H05022,7851.7109,667.45392,8566.502,847.30334,53,201
H05023,,411.02353,,517.74213,8,37
H05029,6569.46,193.76849,7915.5142,270.50629,57,298
H05031,,166.2724,,240.2804,1,18
H05032,,129.14737,,177.43315,1,19
H05033,,125.59875,,168.53188,0,16
H05039,,187.05583,,235.5775,2,18
H05041,,153.13,,191.95476,0,23
H05042,,108.34389,,139.12416,0,29
H05043,,158.65152,,205.56424,0,22
H05049,,154.29785,,202.52,0,22
H0510,4922.3882,409.22131,5513.2598,513.99744,85,1200
H05111,7127.2583,568.44312,7869.8755,707.8399,58,444
H05112,7150.354,424.02408,8144.9688,532.76758,54,409
H05113,,509.85245,,644.84155,9,189
H05119,1123.2361,269.32028,1460.1538,337.28506,12,216
H05121,6362.2803,341.54218,7114.7695,431.64481,17,195
H05122,4044.313,238.29509,4724.0659,304.24719,16,195
H05123,,157.62773,,196.22163,4,148
H05129,,214.0787,,269.85742,2,101
H0520,1650.6597,276.03,1890.9285,355.17242,329,9193
H05211,,337.11209,,419.896,9,149
H05212,,361.60654,,460.95453,11,142
H05213,,187.73424,,239.30661,7,97
H05219,,209.84,,266.69061,3,14
H05221,1211.8447,224.82097,1365.9691,294.07944,108,1593
H05222,1202.3047,208.52597,1368.9592,272.03101,141,1587
H05223,4405.2275,206.15289,4899.8433,264.8692,49,1410
H05229,1905.767,146.96207,2221.7971,190.18234,90,1537
H05231,3754.2461,323.49707,4368.0659,425.08606,169,1390
H05232,3931.468,300.45551,4568.3506,399.27005,169,1338
H05233,,207.8054,,276.71558,9,155
H05239,2321.8523,227.91422,2879.3064,308.31122,55,391
H05241,,329.44089,,424.28958,11,873
H05242,,309.34512,,391.6803,6,974
H05243,,259.48566,,326.37723,8,1163
H05249,,166.07431,,208.74725,3,118
H05251,,267.46628,,340.76096,1,87
H05252,,245.60481,,333.10028,2,104
H05253,,284.41666,,369.1673,1,57
H05259,,127.35121,,160.66031,0,33
H05261,,404.78873,,510.27774,1,31
H05262,,447.92999,,571.43945,0,19
H0530,,587.4671,,748.00323,8,262
H05311,,587.25854,,732.3924,0,67
H05312,,506.25406,,638.59442,1,49
H05313,,219.24512,,279.05966,0,77
H05319,,120.52438,,186.71812,1,34
H05321,,268.34418,,345.86041,1,45
H05322,,384.79285,,501.01215,0,32
H05329,,136.53246,,169.97787,0,50
H05331,5485.2759,550.83179,6048.8569,682.3692,13,287
H05332,10400.152,518.14502,10786.92,651.52039,16,321
H05333,,1283.9429,,1625.2432,1,57
H05339,,250.19028,,320.55276,5,123
H05341,,338.02783,,440.16809,0,36
H05342,,264.02643,,422.00714,2,28
H05343,,307.63312,,395.58447,0,28
H05349,,103.98684,,136.37053,1,35
H05351,,96.992004,,124.7264,0,14
H05352,,222.5775,,296.04312,0,15
H05359,,143.54333,,183.95332,0,13
H05401,,594.2301,,741.82019,4,243
H05402,,606.24225,,747.71637,5,274
H05403,,227.291,,290.86484,7,87
H05409,,147.39821,,186.88776,3,80
H05411,,268.30423,,345.51578,0,220
H05412,,340.49643,,431.43317,0,222
H05413,,328.68799,,420.01724,0,93
H05419,,434.07928,,569.60645,1,14
H05421,,697.76038,,872.04449,3,151
H05422,,758.52356,,936.71222,6,145
H05423,,219.92209,,282.70084,0,24
H05429,,205.88152,,269.33908,0,29
H0550,,104.23505,,137.96535,9,272
H0551,,475.47815,,606.39795,6,127
H0552,,328.65942,,422.43307,5,116
H0553,,75.245491,,101.93319,5,288
H05811,,529.67206,,669.55182,7,338
H05812,2306.4834,431.03497,2476.23,552.50958,12,355
H05813,,405.2894,,513.99365,1,60
H05819,,177.09233,,232.33208,2,111
H05821,,260.30618,,335.45227,0,134
H05822,,254.95619,,319.8873,5,142
H05823,,242.56747,,312.29291,2,203
H05829,,417.67764,,532.24274,2,105
H0589,3406.6279,462.41086,3836.3101,585.42694,282,5564
H059,2301.2122,417.94464,2621.3503,534.66565,65,1101
H10011,,81.388428,,105.82679,11,5273
H10012,1730.8826,82.428627,1776.532,107.18099,17,5120
H10013,1965.317,86.261208,2221.9446,112.51736,24,11054
H10019,,80.209648,,102.42992,11,831
H10021,2514.1519,91.116219,2908.9438,119.79715,47,14186
H10022,2714.2749,91.047592,3257.2673,120.4874,52,14482
H10023,1663.9862,89.206261,1959.9758,117.38316,82,21416
H10029,,89.248566,,115.97888,10,2558
H1010,2091.2979,109.49512,2364.6414,141.16844,27,15005
H1011,2579.8989,96.286041,2924.6489,126.66616,22,12092
H1012,2578.0322,97.360954,3592.8208,128.06383,17,12636
H1013,3062.8101,104.13666,4067.5496,135.33006,54,74557
H10211,,133.47665,,181.97614,6,2537
H10212,,131.38495,,177.70427,4,2766
H10213,,140.7323,,189.09311,11,3151
H10219,,128.22346,,170.25874,5,467
H10221,,115.6085,,149.35542,2,127
H10222,,100.58707,,126.16872,0,146
H10223,,129.66376,,167.20531,5,265
H10229,,102.78275,,128.98175,0,39
H10231,,87.743256,,115.89047,5,1717
H10232,,88.569656,,116.91326,1,1797
H10233,,87.306084,,114.32607,3,2804
H10239,,78.153885,,102.67502,0,443
H1030,2317.8147,94.078545,2641.3574,122.92999,81,15080
H1031,2283.8315,105.297,2708.9285,139.36678,163,52502
H1032,1884.683,104.63627,2192.3271,138.64941,170,55829
H1033,2833.052,101.23207,3367.4102,133.45439,251,71813
H10401,,125.69193,,159.69479,10,1883
H10402,,129.2953,,164.51367,11,2024
H10403,3069.7695,118.45148,3749.031,150.92119,15,5620
H10409,,107.36098,,134.72119,5,961
H10411,,82.941414,,107.63384,4,1337
H10412,,78.343727,,102.50419,2,1381
H10413,,98.319336,,127.6423,7,9556
H10419,,269.02719,,345.68976,6,271
H10421,,82.389183,,106.32818,4,1026
H10422,,81.280197,,104.77846,0,1056
H10423,,123.63026,,158.85014,4,6237
H10429,,125.07904,,159.67517,3,258
H10431,,97.274017,,124.05979,1,658
H10432,,96.456123,,123.38766,0,640
H10433,,109.70274,,141.32205,3,3796
H10439,,84.359276,,110.64622,0,234
H1044,,86.046219,,111.86359,1,1584
H1045,1329.6636,109.45351,1561.47,141.65749,42,78310
H10501,1963.2568,90.64904,2399.9099,117.91011,16,3716
H10502,2248.0613,90.975868,2498.7612,118.24503,23,3979
H10503,2829.3601,92.705513,3148.8403,120.26738,44,16264
H10509,,90.491104,,116.69839,2,1239
H10511,,75.641159,,98.175217,0,67
H10512,,88.806709,,112.52789,0,68
H10513,,117.8051,,152.73549,0,120
H10519,,70.536316,,94.501579,0,17
H10521,,81.195229,,105.58479,2,1138
H10522,,79.59787,,103.39732,2,1148
H10523,,116.99151,,150.76294,7,4621
H10529,,102.39538,,131.86987,0,135
H10531,,82.272583,,107.38737,3,596
H10532,,82.516327,,109.25211,1,670
H10533,,88.139542,,113.99386,5,2137
H10539,,102.92322,,130.84103,1,144
H10811,,97.246971,,126.32635,0,1174
H10812,,96.913139,,125.58225,1,1303
H10813,,95.643974,,124.69698,1,615
H10819,,123.70688,,160.41656,0,87
H10821,,96.940453,,125.94591,0,17
H10822,,113.51516,,141.49516,0,29
H10823,,84.683769,,107.35869,1,172
H10829,,93.52475,,121.98977,0,164
H1089,4922.3994,114.0931,5632.1274,150.02191,160,25028
H109,2084.9063,116.00637,2471.8525,153.90506,640,156594
H11001,91.148888,528.16296,144.14444,676.41724,18,9348
H11002,,532.51581,,680.66107,10,9322
H11003,,153.89207,,200.75583,3,5025
H11009,,123.28815,,159.74832,6,1838
H11011,,257.06653,,329.20517,1,421
H11012,,312.0036,,399.10498,1,332
H11013,,108.93314,,144.41785,0,314
H11019,,169.39867,,207.62866,0,15
H11021,,512.77698,,654.92401,0,773
H11022,,510.97186,,651.22699,1,766
H11023,,151.0403,,202.24048,0,313
H11029,,78.308205,,101.41705,0,35
H11031,,663.28979,,844.73877,1,267
H11032,,629.83118,,798.66327,0,242
H11033,,157.65355,,206.03081,2,229
H11039,,175.27383,,229.27246,1,43
H11041,,200.11987,,260.59927,2,2560
H11042,,207.15977,,269.67566,0,2447
H11043,,117.77662,,154.71674,1,2106
H11049,,125.18859,,166.44655,0,115
H11051,,533.73053,,681.31134,7,3318
H11052,,545.57861,,696.90442,5,3290
H11053,,187.28795,,243.88829,0,1778
H11059,,193.81137,,247.76491,0,147
H11061,,597.5097,,754.80945,0,547
H11062,,640.36017,,812.34607,0,617
H11063,,147.60991,,193.25607,0,222
H11069,,101.41528,,133.79156,0,41
H1110,,298.89633,,378.96094,3,178
H11111,,138.87143,,179.70331,0,112
H11112,,88.766052,,119.70823,0,116
H11113,,103.57724,,133.52155,0,109
H11119,,123.44334,,160.627,1,27
H11121,,108.58757,,140.15277,0,1613
H11122,,111.37043,,143.16077,1,1834
H11123,,122.87621,,158.95285,0,1300
H11129,,104.02592,,134.70096,0,269
H11131,,292.34711,,364.99615,0,847
H11132,,324.3909,,407.54141,1,800
H11133,,135.03485,,174.94321,0,765
H11139,,122.98886,,160.62994,2,154
H11141,,151.76546,,191.33908,1,29
H11142,,142.07814,,183.35704,0,48
H11143,,103.23833,,133.07022,2,255
H11149,,79.722885,,100.76527,1,169
H11151,,129.88837,,169.65741,1,2518
H11152,,122.0316,,158.9472,2,2532
H11153,,113.27798,,149.07637,2,15815
H11159,,110.4248,,143.83621,0,737
H11211,,379.69803,,477.56854,1,98
H11212,,391.43631,,493.73904,0,91
H11213,,293.0957,,370.59824,0,64
H11221,,238.09933,,303.7402,0,477
H11222,,229.8405,,291.70578,1,461
H11223,,204.12766,,265.62192,0,43
H11229,,125.29663,,158.6414,2,71
H11231,,791.24823,,986.29095,1,447
H11232,,705.68384,,885.49799,3,447
H11233,,339.0947,,425.14465,3,424
H11239,,333.13083,,423.1958,0,61
H11241,,695.24023,,882.65503,0,506
H11242,,668.08759,,833.91663,3,487
H11243,,361.49017,,456.72049,0,333
H11249,,285.71826,,363.76147,0,68
H1130,1056.865,118.74753,1220.0302,155.38928,77,8449
H1131,2749.2139,119.3776,3065.1782,157.33844,321,86816
H1132,2598.2554,119.01662,2937.2239,156.35381,272,88385
H1133,2742.9805,113.9381,3146.5063,148.95476,76,4502
H11411,,115.99285,,150.51277,2,234
H11412,,129.76657,,165.88156,5,212
H11413,,94.079475,,120.97556,2,119
H11419,,100.53543,,126.81229,0,25
H11421,6273.9473,150.53481,6745.5615,195.43982,29,2969
H11422,3693.2561,147.49982,3973.7817,191.74719,31,3062
H11423,1553.2834,109.97314,1683.2061,142.56168,49,2421
H11429,,135.8651,,174.9473,10,394
H11431,,90.853279,,117.90333,9,2013
H11432,,93.162003,,121.37549,8,1989
H11433,,101.036,,131.12016,10,3059
H11439,,99.208717,,127.7123,8,796
H11441,,188.12163,,241.60669,3,4366
H11442,,197.38908,,255.33174,4,4531
H11443,,226.40166,,291.26135,0,789
H11449,,152.48195,,196.3007,1,242
H11811,,501.53055,,629.85608,0,71
H11812,,507.06949,,640.45715,0,56
H11813,,110.45893,,144.8475,0,32
H11821,,586.61163,,742.8584,2,1496
H11822,,555.9458,,705.1806,2,1569
H11823,,209.33559,,268.24008,2,5464
H11829,,124.7719,,160.53139,0,296
H1189,,342.60715,,432.49646,8,2909
H119,215.79001,236.48286,270.71686,300.38846,19,4423
H15001,4748.1938,184.61504,5349.6592,230.20842,26,1892
H15002,5722.3516,175.19388,6289.3672,218.99007,36,1899
H15003,,216.16098,,268.33182,11,1075
H15009,,285.64691,,354.87717,9,900
H15011,,181.54968,,224.89622,8,1007
H15012,,168.61562,,210.23882,10,1078
H15013,,117.37543,,146.66832,7,475
H15019,,135.24821,,160.57962,3,208
H15021,,89.958214,,109.27893,0,19
H15022,,167.07417,,204.19792,0,18
H15031,,169.31924,,209.08759,11,171
H15032,6694.3184,345.97949,7483.8633,433.46631,12,164
H15033,,197.48225,,240.23077,1,110
H15039,,120.04701,,140.25777,3,41
H15041,,451.51593,,565.13068,8,83
H15042,,181.65405,,220.44511,7,77
H15043,,293.55109,,373.02414,2,53
H15049,,83.09687,,97.953751,0,15
H15051,,446.04605,,553.03906,2,117
H15052,,607.53418,,744.07086,5,120
H15053,,126.88606,,160.27087,1,89
H15059,,98.220451,,122.915,2,15
H15091,10737.49,233.09081,11511.271,284.76144,26,367
H15092,8304.8555,216.9238,9018.8291,266.75378,19,396
H15093,,239.92097,,294.33478,6,185
H15099,,810.55676,,1004.4996,1,110
